,Application order,Course,Daytime/evening attendance,Mother's occupation,Father's occupation,Displaced,Tuition fees up to date,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,GDP,Target
3002,3,15,1,6,4,1,1,1,0,0,6,7,6,14.0,0,6,8,5,12.2,13.9,0.79,0
3003,3,13,1,10,5,1,1,1,0,0,7,8,7,12.142857142857142,0,8,8,8,13.375,16.2,-0.92,0
3004,1,9,1,10,10,1,1,1,0,0,5,5,5,12.8,0,5,5,5,13.0,11.1,2.02,1
3005,4,12,1,8,8,1,1,1,0,0,7,7,7,14.572857142857142,0,8,9,8,14.955555555555556,12.4,1.79,1
3006,4,9,1,5,6,0,1,0,0,0,5,9,4,11.25,0,5,6,4,11.0,8.9,3.51,1
3008,1,8,1,3,10,1,1,0,0,0,6,8,5,14.4,0,6,11,4,14.6,8.9,3.51,0
3009,4,12,1,4,7,1,1,0,0,0,7,7,7,12.982857142857142,0,8,8,8,14.4625,12.4,1.79,1
3010,1,6,1,3,4,1,1,0,0,0,6,14,6,15.75,0,6,8,6,13.0,15.5,-4.06,1
3011,1,6,1,7,7,0,1,0,0,0,6,11,5,12.285714285714286,0,6,19,3,14.0,12.4,1.79,0
3012,1,12,1,10,10,1,1,0,0,0,7,7,6,13.755,0,8,9,7,13.571428571428571,12.4,1.79,1
3013,1,14,1,4,4,1,1,1,0,0,6,7,6,13.833333333333334,0,6,11,6,13.5,8.9,3.51,1
3014,6,12,1,8,8,1,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,12.7,-1.7,0
3015,4,12,1,6,7,1,1,0,0,0,7,9,7,14.711111111111112,0,8,9,8,14.627777777777778,15.5,-4.06,1
3017,1,12,1,2,6,0,1,0,0,0,7,7,7,13.677142857142858,0,8,9,8,14.533333333333331,11.1,2.02,1
3018,2,6,1,10,10,1,1,1,0,0,5,8,5,13.166666666666666,0,5,5,5,12.8,9.4,-3.12,1
3019,6,10,1,2,3,1,1,0,0,0,6,11,5,10.8,0,6,12,5,11.333333333333334,15.5,-4.06,1
3020,1,8,1,6,4,0,1,0,0,0,5,8,3,12.0,0,5,7,5,12.833333333333334,7.6,0.32,1
3021,1,12,1,3,4,0,1,0,0,0,7,8,6,13.958333333333334,0,8,8,8,14.71875,11.1,2.02,1
3022,1,16,1,5,11,1,1,0,0,0,6,9,4,13.0,0,6,9,4,12.25,12.7,-1.7,0
3023,2,2,1,10,10,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02,1
3024,1,2,1,10,8,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,12.4,1.79,1
3025,6,12,1,5,10,1,1,1,0,0,8,8,7,14.0,0,8,8,7,14.0,12.7,-1.7,1
3027,4,15,1,5,4,1,1,0,0,0,6,6,4,12.0,0,6,11,3,11.333333333333334,11.1,2.02,0
3029,6,9,1,10,10,1,1,0,0,0,5,7,4,12.5,0,5,8,4,10.0,7.6,0.32,1
3032,2,12,1,6,6,1,1,1,0,0,7,8,6,12.648333333333332,0,8,9,8,12.205555555555556,11.1,2.02,1
3033,2,10,1,3,10,1,1,0,0,0,6,6,6,14.0,0,6,6,6,13.333333333333334,8.9,3.51,1
3034,1,6,1,3,3,0,1,0,0,0,5,12,5,12.8,0,5,10,5,11.857142857142858,9.4,-3.12,1
3035,1,11,1,5,5,1,1,0,0,0,6,8,6,11.333333333333334,0,6,11,6,10.833333333333334,7.6,0.32,1
3037,1,14,1,10,11,1,1,1,0,0,6,6,6,14.166666666666666,0,6,9,6,13.0,8.9,3.51,1
3038,1,15,1,10,10,1,1,0,0,0,6,6,6,12.833333333333334,0,6,6,6,13.833333333333334,8.9,3.51,1
3040,3,15,1,10,10,1,1,1,0,0,6,6,6,13.0,0,6,7,6,13.142857142857142,12.4,1.79,0
3044,5,11,1,10,8,1,1,1,0,0,6,6,6,12.333333333333334,0,6,6,6,12.833333333333334,12.4,1.79,1
3045,2,16,1,4,10,1,1,0,0,0,6,8,5,13.0,0,6,8,4,10.75,9.4,-3.12,1
3047,4,15,1,1,12,1,1,0,0,0,6,6,6,13.166666666666666,0,6,8,5,14.2,10.8,1.74,0
3048,1,9,1,4,4,0,1,1,0,0,5,7,5,13.333333333333334,0,5,6,5,13.6,12.7,-1.7,1
3049,2,6,1,6,8,1,1,0,0,0,5,9,4,13.0,0,5,8,5,13.142857142857142,10.8,1.74,1
3050,1,13,1,10,7,0,1,0,0,0,7,21,5,10.9,0,8,21,3,11.7,12.7,-1.7,0
3052,1,6,1,10,10,1,1,1,0,0,6,7,6,15.857142857142858,0,6,6,6,16.0,13.9,0.79,1
3053,1,6,1,1,12,0,1,1,0,0,5,5,5,12.6,0,5,9,3,13.0,7.6,0.32,0
3054,1,10,1,10,7,0,1,1,0,0,6,8,6,14.0,0,6,7,6,14.571428571428571,16.2,-0.92,1
3056,2,15,1,10,7,1,1,1,0,0,6,6,6,13.666666666666666,0,6,6,6,14.0,8.9,3.51,1
3058,4,12,1,9,8,1,1,0,0,0,8,8,7,12.628571428571428,0,8,8,7,12.628571428571428,12.7,-1.7,1
3059,3,12,1,10,10,1,1,1,0,0,8,8,7,14.232857142857142,0,8,8,7,14.232857142857142,10.8,1.74,1
3061,2,11,1,10,10,1,1,0,0,0,6,15,2,10.0,0,6,12,0,0.0,10.8,1.74,0
3062,3,14,1,5,5,1,1,1,0,0,6,11,4,12.25,0,6,10,4,11.0,12.7,-1.7,0
3064,2,10,1,8,8,1,1,1,0,0,6,8,5,12.2,0,6,7,6,11.5,9.4,-3.12,1
3065,2,11,1,10,8,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,11.1,2.02,0
3068,1,13,1,10,9,1,1,1,0,0,7,11,6,12.35,0,7,12,5,12.5,8.9,3.51,1
3069,1,6,1,11,10,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79,0
3076,1,14,1,5,5,0,1,0,0,0,5,7,3,11.333333333333334,0,5,7,3,13.666666666666666,9.4,-3.12,0
3078,1,14,1,5,10,0,1,0,0,0,5,5,5,10.8,0,5,5,4,12.25,9.4,-3.12,1
3081,6,12,1,4,6,1,1,1,0,0,7,7,7,13.314285714285717,0,8,8,8,12.575,12.4,1.79,1
3084,1,5,1,10,4,1,1,0,0,0,6,8,5,12.2,0,6,6,6,11.5,16.2,-0.92,1
3087,6,9,1,5,5,1,1,0,0,0,5,8,3,12.333333333333334,0,5,7,4,12.0,7.6,0.32,1
3088,1,12,1,10,10,0,1,0,0,0,8,8,7,15.94285714285714,0,8,8,7,15.94285714285714,12.7,-1.7,1
3090,1,10,1,10,10,1,1,0,0,0,6,10,4,10.25,0,6,8,6,10.714285714285714,11.1,2.02,1
3094,2,11,1,8,8,1,1,1,0,0,6,9,1,10.0,0,6,6,0,0.0,12.7,-1.7,0
3095,4,10,1,10,10,0,1,1,0,0,6,7,6,12.285714285714286,0,6,8,6,11.428571428571429,12.4,1.79,1
3097,4,15,1,10,10,0,1,0,0,0,6,8,4,11.25,0,6,0,0,0.0,15.5,-4.06,0
3100,1,12,1,4,11,0,1,0,0,0,7,10,7,13.47,0,8,8,8,13.32625,15.5,-4.06,1
3101,4,9,1,5,6,1,1,0,0,0,5,6,5,12.4,0,5,5,5,12.8,7.6,0.32,1
3104,4,10,1,5,8,1,1,0,0,0,6,7,6,12.0,0,6,7,6,12.428571428571429,11.1,2.02,1
3105,1,6,1,2,5,0,1,0,0,0,5,8,5,15.333333333333334,0,5,6,5,15.4,9.4,-3.12,0
3106,6,12,1,5,6,1,1,1,0,0,8,8,8,12.32,0,8,8,8,12.32,9.4,-3.12,1
3107,1,12,1,10,11,1,1,0,0,0,7,7,7,13.79857142857143,0,8,8,8,14.75625,11.1,2.02,1
3109,1,9,1,4,10,0,1,1,0,0,5,6,5,16.333333333333332,0,5,5,5,15.4,15.5,-4.06,1
3110,1,2,1,2,5,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7,0
3111,4,12,1,5,5,1,1,0,0,0,7,7,7,14.757142857142856,0,8,9,8,15.366666666666667,12.4,1.79,1
3112,4,11,1,5,5,1,1,0,0,0,6,7,6,11.666666666666666,0,6,6,6,12.333333333333334,13.9,0.79,0
3114,1,15,1,10,8,0,1,0,0,0,6,6,6,11.666666666666666,0,6,6,6,11.5,12.7,-1.7,1
3115,1,10,1,6,9,0,1,1,0,0,6,6,6,15.0,0,6,6,6,13.333333333333334,8.9,3.51,1
3117,4,15,1,10,8,1,1,0,0,0,6,7,6,13.571428571428571,0,6,6,6,13.333333333333334,13.9,0.79,1
3118,1,11,1,4,11,0,1,0,0,0,6,8,5,10.8,0,6,9,4,11.5,9.4,-3.12,1
3121,1,13,1,8,10,0,1,1,0,0,7,14,7,10.642857142857142,0,8,8,8,11.55,12.7,-1.7,1
3123,1,12,1,10,10,1,1,0,0,0,7,7,6,14.65,0,7,7,6,14.65,7.6,0.32,1
3124,3,12,1,8,8,1,1,1,0,0,7,7,7,13.714285714285714,0,8,11,8,14.863636363636363,16.2,-0.92,1
3127,1,9,1,10,6,1,1,0,0,0,5,8,5,11.0,0,5,6,5,15.4,12.4,1.79,1
3128,6,9,1,5,10,1,1,0,0,0,5,5,5,13.8,0,5,5,5,13.0,7.6,0.32,1
3129,1,15,1,5,10,0,1,1,0,0,6,6,6,12.666666666666666,0,6,6,6,12.833333333333334,11.1,2.02,1
3130,1,10,1,4,5,1,1,0,0,0,6,8,6,11.75,0,6,10,5,12.0,12.7,-1.7,1
3131,3,12,1,10,9,1,1,1,0,0,8,8,7,12.785714285714286,0,8,8,7,12.785714285714286,12.7,-1.7,1
3132,1,8,1,3,5,1,1,0,0,0,6,11,6,14.444444444444445,0,6,6,6,13.333333333333334,16.2,-0.92,1
3135,1,2,1,5,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02,1
3136,1,6,1,10,8,1,1,0,0,0,5,8,4,12.75,0,5,10,4,11.75,12.7,-1.7,1
3138,1,15,1,5,4,0,1,0,0,0,6,6,6,13.166666666666666,0,6,6,6,15.0,16.2,-0.92,1
3140,1,6,1,10,11,1,1,0,0,0,6,7,6,16.5,0,6,8,6,14.285714285714286,8.9,3.51,1
3141,2,9,1,5,6,1,1,0,0,0,5,10,4,11.75,0,5,6,5,11.6,12.4,1.79,1
3142,1,9,1,3,10,0,1,0,0,0,5,14,1,11.0,0,5,6,0,0.0,13.9,0.79,0
3143,1,12,1,10,10,0,1,1,0,0,8,8,7,15.114285714285714,0,8,8,7,15.114285714285714,12.7,-1.7,1
3144,1,10,1,10,9,1,1,1,0,0,6,8,6,15.5,0,6,7,6,14.285714285714286,16.2,-0.92,1
3146,1,10,1,6,6,0,1,1,0,0,6,6,6,11.333333333333334,0,6,8,6,11.333333333333334,15.5,-4.06,1
3149,1,14,1,5,11,0,1,1,0,0,5,6,5,10.6,0,5,7,4,10.75,9.4,-3.12,1
3152,1,15,1,15,26,0,1,1,0,0,6,6,6,15.666666666666666,0,6,6,6,13.833333333333334,8.9,3.51,1
3157,1,9,1,6,6,1,1,0,0,0,5,8,3,10.333333333333334,0,5,11,2,10.0,7.6,0.32,0
3160,2,2,1,10,10,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74,1
3162,4,12,1,10,10,1,1,0,0,0,8,8,7,14.328571428571427,0,8,8,7,14.328571428571427,10.8,1.74,1
3163,1,10,1,6,8,0,1,1,0,0,6,7,6,15.0,0,6,6,6,16.333333333333332,13.9,0.79,1
3164,1,6,1,10,10,1,1,0,0,0,5,9,5,13.6,0,5,5,5,12.4,12.7,-1.7,1
3165,1,6,1,3,8,1,1,1,0,0,5,12,5,12.857142857142858,0,5,8,4,13.25,9.4,-3.12,1
3166,2,16,1,3,4,1,1,0,0,0,6,7,2,14.5,0,6,6,1,10.0,15.5,-4.06,0
3169,3,12,1,9,8,1,1,1,0,0,7,12,7,11.716666666666663,0,8,13,4,10.868,15.5,-4.06,1
3170,1,9,1,5,9,1,1,1,0,0,5,11,4,12.0,0,5,5,5,12.8,11.1,2.02,1
3172,3,11,1,6,8,1,1,0,0,0,6,7,5,12.2,0,6,10,4,12.25,12.4,1.79,0
3173,1,13,1,10,7,1,1,1,0,0,7,11,5,12.58,0,7,9,6,12.157142857142857,8.9,3.51,1
3175,1,1,1,10,6,0,1,0,0,0,7,9,0,0.0,0,7,8,0,0.0,11.1,2.02,0
3176,4,12,1,10,6,1,1,1,0,0,7,9,6,12.428571428571429,0,8,8,8,14.0,13.9,0.79,1
3177,1,14,1,10,10,1,1,1,0,0,6,6,6,13.0,0,6,6,6,13.0,13.9,0.79,0
3178,1,12,1,4,11,0,1,0,0,0,8,8,7,14.535714285714286,0,8,8,7,14.535714285714286,10.8,1.74,1
3180,1,5,1,4,4,0,1,0,0,0,6,6,6,16.0,0,6,6,6,13.666666666666666,12.4,1.79,1
3181,1,8,1,10,3,1,1,0,0,0,6,13,5,13.142857142857142,0,6,15,3,12.666666666666666,16.2,-0.92,0
3184,1,6,1,6,10,0,1,1,0,0,6,9,6,13.833333333333334,0,6,12,5,13.666666666666666,11.1,2.02,1
3185,2,7,1,10,8,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,16.2,-0.92,0
3187,1,12,1,5,6,1,1,0,0,0,7,9,0,0.0,0,7,8,0,0.0,15.5,-4.06,0
3188,1,9,1,5,5,1,1,0,0,0,5,10,1,10.0,0,5,5,0,0.0,11.1,2.02,0
3189,1,2,1,4,6,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,0
3191,1,14,1,10,10,0,1,0,0,0,6,7,4,12.6,0,6,6,4,13.0,12.4,1.79,0
3197,6,9,1,2,7,1,1,0,0,0,5,6,5,12.6,0,5,8,3,12.666666666666666,8.9,3.51,1
3198,1,11,1,4,4,0,1,0,0,0,6,7,0,0.0,0,6,6,0,0.0,16.2,-0.92,0
3199,1,12,1,10,10,1,1,0,0,0,8,8,7,12.84142857142857,0,8,8,7,12.84142857142857,10.8,1.74,1
3200,1,10,1,9,9,0,1,0,0,0,6,6,0,0.0,0,5,5,0,0.0,8.9,3.51,0
3201,1,15,1,5,2,1,1,0,0,0,6,7,6,14.166666666666666,0,6,6,6,12.833333333333334,9.4,-3.12,1
3203,1,15,1,3,4,1,1,0,0,0,6,12,4,10.8,0,6,14,3,11.0,13.9,0.79,0
3204,5,15,1,5,5,1,1,0,0,0,6,6,6,13.0,0,6,12,0,0.0,7.6,0.32,0
3206,1,9,1,2,6,0,1,0,0,0,5,5,5,13.0,0,5,6,5,13.333333333333334,16.2,-0.92,1
3207,1,15,1,4,4,1,1,0,0,0,6,8,6,11.571428571428571,0,6,9,6,11.571428571428571,15.5,-4.06,0
3209,2,5,1,6,6,0,1,0,0,0,6,8,5,11.0,0,6,6,4,10.75,9.4,-3.12,1
3212,1,11,1,5,6,0,1,1,0,0,6,9,6,12.571428571428571,0,6,6,6,12.166666666666666,8.9,3.51,1
3213,1,4,1,3,7,0,1,0,0,0,6,6,0,0.0,0,6,8,0,0.0,15.5,-4.06,0
3214,4,5,1,3,3,1,1,0,0,0,6,7,6,14.5,0,6,6,6,15.166666666666666,9.4,-3.12,1
3215,6,11,1,3,3,1,1,1,0,0,6,6,6,13.5,0,6,6,6,12.333333333333334,12.4,1.79,1
3217,5,7,1,12,12,1,1,0,0,0,5,10,3,10.666666666666666,0,5,5,4,12.25,7.6,0.32,1
3220,3,14,1,9,9,0,1,0,0,0,5,5,1,10.0,0,5,5,0,0.0,9.4,-3.12,0
3222,1,14,1,10,8,1,1,1,0,0,6,8,6,15.25,0,6,7,6,14.714285714285714,11.1,2.02,1
3224,1,9,1,8,10,0,1,0,0,0,5,8,1,13.0,0,5,9,4,12.25,10.8,1.74,0
3225,1,12,1,10,11,1,1,0,0,0,8,8,8,13.81375,0,8,8,8,13.81375,9.4,-3.12,1
3226,1,6,1,10,10,0,1,0,0,0,6,8,6,13.285714285714286,0,6,13,6,12.875,11.1,2.02,1
3228,2,12,1,10,9,1,1,1,0,0,7,8,7,11.9625,0,8,9,8,13.044444444444444,13.9,0.79,1
3229,6,12,1,6,6,1,1,0,0,0,7,9,6,13.683333333333332,0,8,11,6,13.116666666666667,11.1,2.02,1
3230,1,12,1,10,5,1,1,0,0,0,8,8,7,14.985714285714286,0,8,8,7,14.985714285714286,12.7,-1.7,1
3232,2,15,1,4,10,1,1,0,0,0,6,8,4,12.5,0,6,6,5,12.6,12.7,-1.7,1
3233,3,6,1,10,10,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,11.1,2.02,0
3234,2,12,1,5,4,1,1,0,0,0,7,10,7,13.78,0,8,10,8,13.661,15.5,-4.06,1
3235,2,12,1,10,8,1,1,0,0,0,7,10,7,13.805,0,8,8,8,14.2725,15.5,-4.06,1
3236,1,6,1,5,10,1,1,0,0,0,5,7,5,13.8,0,5,5,5,12.6,10.8,1.74,1
3238,4,12,1,5,5,1,1,0,0,0,7,7,7,14.424285714285714,0,8,8,8,13.9375,11.1,2.02,1
3239,1,10,1,5,10,0,1,1,0,0,6,7,6,13.166666666666666,0,6,6,6,12.5,12.4,1.79,1
3243,1,12,1,8,8,1,1,1,0,0,8,8,8,14.11,0,8,8,8,14.11,9.4,-3.12,1
3244,3,16,1,6,8,1,1,0,0,0,6,9,5,12.4,0,6,10,3,10.666666666666666,10.8,1.74,0
3246,1,15,1,3,3,1,1,1,0,0,6,6,6,14.833333333333334,0,6,6,6,13.5,11.1,2.02,1
3247,5,6,1,5,8,1,1,1,0,0,6,7,6,15.428571428571429,0,6,7,6,13.5,13.9,0.79,1
3248,5,9,1,6,6,0,1,1,0,0,5,7,5,11.6,0,5,11,5,11.4,16.2,-0.92,1
3249,3,5,1,6,6,1,1,0,0,0,6,6,6,14.166666666666666,0,6,6,6,14.0,16.2,-0.92,1
3250,1,13,1,10,10,1,1,1,0,0,7,9,1,9.8,0,7,7,0,0.0,12.7,-1.7,0
3251,4,9,1,7,8,1,1,1,0,0,5,12,4,10.714285714285714,0,5,9,4,11.0,13.9,0.79,1
3252,1,8,1,5,12,1,1,1,0,0,5,7,0,0.0,0,5,5,0,0.0,7.6,0.32,0
3255,6,14,1,5,6,1,1,0,0,0,5,7,4,11.4,0,5,5,4,11.25,9.4,-3.12,1
3256,2,12,1,10,8,1,1,0,0,0,7,7,6,12.766666666666666,0,7,7,6,12.766666666666666,7.6,0.32,1
3257,1,4,1,10,5,0,1,0,0,0,6,11,5,12.6,0,6,6,6,12.666666666666666,11.1,2.02,1
3259,2,12,1,10,10,1,1,0,0,0,7,7,6,14.316666666666668,0,7,7,6,14.316666666666668,7.6,0.32,1
3260,1,6,1,5,11,1,1,0,0,0,5,7,4,12.75,0,5,5,5,12.0,10.8,1.74,1
3261,3,9,1,4,9,1,1,1,0,0,5,5,5,13.4,0,5,5,5,12.6,8.9,3.51,1
3263,2,6,1,10,10,1,1,1,0,0,5,6,4,15.75,0,5,5,5,13.8,10.8,1.74,1
3264,1,16,1,8,8,1,1,0,0,0,6,9,5,12.4,0,6,11,1,11.0,12.7,-1.7,0
3265,1,10,1,22,40,0,1,1,0,0,6,8,6,11.5,0,6,7,6,12.333333333333334,12.4,1.79,1
3266,2,14,1,4,2,0,1,0,0,0,5,5,5,13.4,0,5,5,5,14.0,9.4,-3.12,1
3268,1,12,1,10,9,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,13.9,0.79,0
3270,1,11,1,10,10,0,1,1,0,0,6,10,4,11.5,0,6,16,2,10.5,7.6,0.32,0
3274,1,4,1,10,10,0,1,0,0,0,6,10,1,12.0,0,6,6,0,0.0,11.1,2.02,0
3277,1,9,1,10,10,1,1,1,0,0,5,10,5,13.714285714285714,0,5,7,5,14.4,11.1,2.02,1
3283,4,11,1,10,10,1,1,1,0,0,6,7,6,11.333333333333334,0,6,9,6,10.833333333333334,9.4,-3.12,1
3286,1,13,1,10,10,0,1,0,0,0,7,16,1,12.0,0,7,13,0,0.0,11.1,2.02,0
3290,1,10,1,6,6,0,1,0,0,0,6,13,1,14.0,0,6,7,0,0.0,16.2,-0.92,0
3292,1,10,1,1,1,1,1,0,0,0,6,13,2,11.0,0,6,14,1,11.0,7.6,0.32,0
3298,1,10,1,10,8,0,1,0,0,0,6,10,6,14.25,0,6,7,6,14.0,16.2,-0.92,1
3300,1,2,1,6,2,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,0
3301,1,12,1,10,8,1,1,1,0,0,7,7,7,13.894285714285711,0,8,8,8,14.3625,11.1,2.02,1
3302,1,12,1,10,9,1,1,1,0,0,7,8,7,13.46875,0,8,8,8,13.31375,15.5,-4.06,1
3303,4,6,1,10,10,1,1,1,0,0,5,5,5,13.6,0,5,5,5,14.6,10.8,1.74,1
3305,3,15,1,4,6,1,1,0,0,0,6,6,6,13.666666666666666,0,6,7,6,13.0,15.5,-4.06,1
3308,6,12,1,2,5,1,1,1,0,0,8,8,8,13.41625,0,8,8,8,13.41625,9.4,-3.12,1
3309,1,12,1,10,8,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,12.7,-1.7,0
3311,2,6,1,4,8,1,1,0,0,0,6,8,6,16.0,0,6,10,6,14.625,11.1,2.02,0
3317,1,2,1,5,10,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,16.2,-0.92,1
3319,2,5,1,4,2,1,1,0,0,0,6,11,5,11.2,0,6,7,6,12.0,9.4,-3.12,1
3320,1,15,1,6,10,0,1,1,0,0,6,8,6,11.833333333333334,0,6,11,3,13.0,15.5,-4.06,1
3321,6,9,1,8,8,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,10.8,1.74,0
3322,4,9,1,1,5,1,1,0,0,0,5,8,2,10.5,0,5,10,0,0.0,7.6,0.32,0
3324,1,2,1,6,3,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12,0
3327,1,8,1,5,2,0,1,0,0,0,6,9,0,0.0,0,6,8,1,10.0,16.2,-0.92,0
3330,1,10,1,10,10,0,1,1,0,0,6,11,5,11.142857142857142,0,6,9,6,11.571428571428571,16.2,-0.92,1
3334,6,15,1,10,10,1,1,0,0,0,6,10,4,13.25,0,6,13,5,11.8,7.6,0.32,1
3338,1,6,1,12,8,0,1,0,0,0,5,8,3,12.0,0,5,10,3,11.333333333333334,7.6,0.32,0
3342,1,5,1,5,5,1,1,1,0,0,6,6,6,12.833333333333334,0,6,8,6,12.666666666666666,16.2,-0.92,1
3345,1,11,1,10,9,1,1,0,0,0,6,13,2,12.0,0,6,12,1,13.0,7.6,0.32,0
3346,1,12,1,10,9,0,1,0,0,0,7,18,0,0.0,0,7,7,0,0.0,13.9,0.79,0
3347,1,9,1,10,10,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,9.4,-3.12,0
3348,1,4,1,10,5,0,1,0,0,0,6,10,6,11.375,0,6,10,5,11.6,13.9,0.79,1
3351,1,4,1,5,8,0,1,0,0,0,6,17,1,12.0,0,6,23,2,10.5,16.2,-0.92,0
3353,1,15,1,6,8,1,1,1,0,0,6,7,6,12.714285714285714,0,6,8,5,11.833333333333334,13.9,0.79,1
3354,1,12,1,10,10,0,1,1,0,0,8,8,8,15.3,0,8,8,8,15.3,9.4,-3.12,1
3357,1,4,1,2,3,0,1,0,0,0,6,12,0,0.0,0,6,10,0,0.0,16.2,-0.92,0
3358,1,12,1,4,4,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,12.4,1.79,0
3361,1,15,1,10,10,1,1,1,0,0,6,6,6,13.5,0,6,6,6,14.0,8.9,3.51,1
3362,4,9,1,10,8,1,1,1,0,0,5,7,5,12.0,0,5,10,5,11.4,8.9,3.51,1
3364,3,16,1,1,1,1,1,0,0,0,6,8,5,11.8,0,6,8,4,10.5,7.6,0.32,0
3367,4,12,1,10,4,1,1,0,0,0,7,7,6,14.616666666666667,0,7,7,6,14.616666666666667,7.6,0.32,1
3369,1,11,1,10,11,0,1,0,0,0,6,9,4,11.0,0,6,12,3,11.333333333333334,7.6,0.32,0
3370,1,9,1,10,10,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,12.7,-1.7,0
3372,2,11,1,10,10,1,1,1,0,0,6,6,6,12.833333333333334,0,6,7,6,12.333333333333334,13.9,0.79,1
3373,1,9,1,10,8,0,1,1,0,0,5,8,5,12.875,0,5,6,5,11.833333333333334,13.9,0.79,1
3374,1,10,1,10,8,1,1,1,0,0,6,6,6,12.166666666666666,0,6,6,6,12.5,12.4,1.79,1
3375,1,4,1,7,7,1,1,0,0,0,6,11,6,13.428571428571429,0,6,12,6,12.857142857142858,15.5,-4.06,1
3376,1,6,1,10,10,1,1,1,0,0,6,6,6,14.5,0,6,8,6,14.666666666666666,8.9,3.51,1
3377,1,16,1,4,8,0,1,1,0,0,7,7,7,12.142857142857142,0,7,7,7,12.857142857142858,11.1,2.02,1
3379,4,12,1,10,4,1,1,0,0,0,7,7,6,13.9,0,7,7,6,13.9,7.6,0.32,1
3380,1,12,1,10,9,0,1,0,0,0,7,12,3,13.766666666666666,0,7,11,3,12.066666666666668,13.9,0.79,0
3382,1,10,1,10,9,1,1,1,0,0,6,6,6,15.166666666666666,0,6,7,6,14.142857142857142,11.1,2.02,1
3383,1,9,1,6,6,0,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,11.1,2.02,0
3385,1,10,1,8,8,0,1,1,0,0,6,9,5,10.8,0,6,8,6,10.714285714285714,15.5,-4.06,1
3386,2,12,1,5,4,0,1,0,0,0,7,7,7,13.995714285714287,0,8,9,8,14.955555555555556,11.1,2.02,1
3387,1,6,1,5,10,0,1,0,0,0,6,8,6,13.285714285714286,0,6,16,6,11.8,12.4,1.79,1
3390,1,16,1,10,10,0,1,1,0,0,7,7,7,12.714285714285714,0,7,7,7,12.285714285714286,16.2,-0.92,1
3391,1,12,1,5,10,0,1,0,0,0,8,8,8,12.88625,0,8,8,8,12.88625,9.4,-3.12,1
3392,1,5,1,10,10,0,1,1,0,0,6,7,5,13.0,0,6,6,6,12.666666666666666,16.2,-0.92,1
3393,1,9,1,10,10,0,1,1,0,0,5,7,5,12.2,0,5,6,5,11.2,11.1,2.02,1
3397,1,12,1,10,8,1,1,1,0,0,8,8,8,14.50125,0,8,8,8,14.50125,9.4,-3.12,1
3398,5,12,1,5,5,0,1,0,0,0,7,7,6,14.35,0,7,7,6,14.35,7.6,0.32,1
3399,1,5,1,6,6,0,1,1,0,0,6,6,6,11.5,0,6,6,6,12.333333333333334,9.4,-3.12,1
3400,1,10,1,10,10,1,1,1,0,0,6,8,6,11.714285714285714,0,6,6,6,14.666666666666666,12.7,-1.7,1
3402,1,15,1,10,6,0,1,0,0,0,6,6,5,13.0,0,6,6,6,13.666666666666666,12.7,-1.7,1
3403,5,12,1,10,8,1,1,1,0,0,7,8,7,13.56875,0,8,8,8,14.02625,15.5,-4.06,1
3405,2,2,1,4,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,1
3407,3,12,1,10,4,1,1,1,0,0,8,8,8,14.15375,0,8,8,8,14.15375,9.4,-3.12,1
3409,5,15,1,4,6,1,1,0,0,0,6,7,6,13.833333333333334,0,6,6,6,12.833333333333334,11.1,2.02,1
3411,4,12,1,10,6,1,1,0,0,0,8,8,7,12.454285714285716,0,8,8,7,12.454285714285716,10.8,1.74,1
